rapacious,強欲な
girly,女の子らしい
fantastically,非常に
adjourn,休会する
titer,滴定値
sledgehammer,大ハンマー
functionary,役人
outlast,より長く持つ
congratulatory,祝辞の
tedium,退屈
torpor,無気力
fed,連邦準備制度
skimpy,不足した
misgive,不安にさせる
committal,拘留
decrypt,解読する
cutlass,カトラス（短剣）
pickpocket,スリ
canny,抜け目のない
indisputably,疑いなく
conservator,管理者
unsurpassed,無比の
defecation,排便
unruffled,動じない
pedagogue,教育者
festivity,祝祭
starchy,でんぷん質の
potentate,権力者
sedge,カヤツリグサ
sahib,サヒブ（敬称）
unflattering,厳しい（印象の）
wayfarer,旅人
radiocarbon,放射性炭素
sidewall,側壁
knell,鐘の音
domesticate,飼いならす
flamingo,フラミンゴ
cheekbone,頬骨
upend,ひっくり返す
recumbent,横たわった
fugue,解離性遁走
mart,市場
antechamber,前室
scruff,首の後ろ
galvanic,電気的な
cavalcade,騎馬行列
panicky,慌てふためいた
nirvana,涅槃
taxicab,タクシー
philologist,言語学者
succor,救援
canter,キャンター（速歩）
showman,興行師
abrogate,廃止する
thoroughgoing,徹底的な
certitude,確信
wristwatch,腕時計
adaptor,アダプター
stenographer,速記者
disincline,気が進まない
pontiff,法王
wattle,アカシアの木皮
occupier,占有者
hesitatingly,ためらいながら
variably,変動的に
neologism,新語
anatomist,解剖学者
bloodhound,ブラッドハウンド（犬種）
encyclopedic,百科事典的な
diadem,宝冠
archaea,古細菌
offstage,舞台裏の
polyphonic,多声音楽の
waif,浮浪児
payday,給料日
subcellular,細胞小器官の
dentate,鋸歯状の
crone,老婆
pubescent,思春期の
uptight,堅苦しい
mutt,雑種犬
egoistic,利己的な
tautology,同語反復
pillory,さらし台
licentious,放縦な
artless,飾り気のない
plinth,台座
prokaryotic,原核生物の
galvanize,刺激する
bode,前兆となる
barmaid,バーテンダー（女性）
watchword,合言葉
demigod,半神
conduce,導く
racetrack,競馬場
captivate,魅了する
diplomatically,外交的に
reggae,レゲエ
glib,口先だけの
sassy,生意気な
whop,たたく
conjuncture,状況
credo,信条
subprime,サブプライム（低信用の）
gooseberry,グーズベリー（果実）
coca,コカ（植物）
cytomegalovirus,サイトメガロウイルス
mercurial,気まぐれな
excrete,排出する
stillbirth,死産
sophist,詭弁家
onyx,オニキス
mumps,おたふくかぜ
bonny,美しい
sear,焼く
myasthenia,筋無力症
unshakable,揺るぎない
psych,精神
worldliness,世俗性
carbonaceous,炭素質の
thimble,指ぬき
rowboat,手漕ぎボート
teardrop,涙のしずく
hydrant,消火栓
neophyte,初心者
temerity,向こう見ず
buffoon,道化師
chaser,追いかけるもの
percolate,ろ過する
boreal,北の
impermanence,無常
followup,追跡調査
insuperable,克服できない
clunk,ガチャンという音
superimpose,重ね合わせる
cursive,筆記体の
estimable,尊敬できる
fetid,悪臭のある
macroeconomics,マクロ経済学
etch,腐食させる
constructionist,構築主義者
unloved,愛されていない
industrialist,実業家
capsid,カプシド（ウイルスの殻）
monocyte,単球
workroom,作業場
ringer,代理出場者
middleclass,中産階級
guanine,グアニン（塩基）
stringed,弦楽器の
tween,中間年代の子供
cornmeal,トウモロコシ粉
jut,突き出る
maestro,巨匠
skit,寸劇
untried,未経験の
remorseful,後悔している
covetous,強欲な
trident,三叉槍
wonderingly,不思議そうに
gambit,策略
streptococcal,連鎖球菌の
tambourine,タンバリン
aha,ああ（感嘆詞）
effectuate,実行する
dexterous,器用な
shortwave,短波
governorship,知事職
erratically,不規則に
sleight,手際の良さ
nanosecond,ナノ秒
casing,外装
eyeliner,アイライナー
dishonorable,不名誉な
centipede,ムカデ
prematurity,早産
kowtow,こびへつらう
spindly,細長い
briar,野いばら
snorkel,シュノーケル
resell,再販する
escarpment,急斜面
caviar,キャビア
shouldst,〜すべき（古語）
mew,猫の鳴き声
immunogenicity,免疫原性
penitential,懺悔の
transcriptase,転写酵素
jukebox,ジュークボックス
pinhole,針穴
nestle,寄り添う
