inspectorate	《集合的に》視察検閲官|検査官(inspector)|視察官(検査官)の職(管轄区域|任期)
stockholder	株主
synapse	シナプス|神経細胞と筋繊維間で形成されるシグナル伝達の接合部位とその構造|化学シナプス|電気シナプス|両者が混在する混合シナプスに分類される
upper	上方の|より上の|上部の|上流の|北の|覚醒剤|(特に)アンフェタミン
pitman	坑夫|炭坑夫
sedative	鎮痛剤|苦痛を和らげる|鎮静(作用)の|鎮静剤
congest	詰まる|塞がる|目詰り|目づまり|目詰|目詰まり
meticulous	細心の|非常に注意深い|(仕事などが)非常に正確な|小心な|几帳面
buttermilk	バターを採った後の牛乳
dendritic	樹状の|樹枝状の|樹状突起の|(dendritic fiber 樹木状繊維)
naproxen	ナプロキセン
excision	切除術
conceptually	概念的
flycatcher	ヒタキ(鳥)|ハエ取り器
teacup	茶碗
humanism	人道主義|ヒューマニズム
annualize	年率に換算する
walpole	ウォルポール|ウォルポール
npa	新人民軍
unusable	使用できない
demolish	(建物)を破壊する|を取り壊す|覆す|平らげる
folate	葉酸|ビタミンM|ビタミンB9|プテロイルグルタミン酸とも呼ばれ|水溶性ビタミンに分類される生理活性物質
periodontal	歯周の
plexus	(神経･血管･リンパ管の)叢(そう)|網状組織|企業名
bullish	雄牛のような|頑固な|(株式市場)楽観的な|強気筋の
pontoon	平底船|に舟橋を架する|平底船で渡る　2|トランプゲームtwenty-one
faery	フェヤリー|仙女|妖精|フェアリー
mackintosh	レインコート|レーンコート|合羽|レインコート|レーンコート|合羽
hexagon	六角形|六辺形
strep	連鎖球菌(の)|streptococcus
unsolved	未解決の
strenuous	精力的な|懸命の|奮闘的な
unreasonably	無分別に
exaggeration	誇張
progenitor	祖先|親|先駆者|創始者
ludicrous	笑いを誘う|ばかげた|おかしい|滑稽な|ばかばかしい
amyloid	アミロイド|水に溶けない繊維状のタンパク質
understandably	当然のことながら
icarus	イカルス
midpoint	中央|中央地点|中間|中間点|中心点|中点
bemidji	ベミッジ
steadfast	しっかりした|確固とした|忠実な
typist	タイピスト
promissory	約束の|契約の;確約する
schnauzer	シュナウザー犬(ドイツ原産)
muscat	マスカット
groupie	グルーピー|ロックグループを追いかけ回す少女ファン
radiate	四方に広がる|発する|射出する|発散する
lengthen	長くする|伸ばす
squarely	四角に|公平に|まともに
softness	柔らかさ|穏やかさ|優しさ
crayon	クレヨン
supersede	に取って代わる|の後任となる|を入れ替える
ummm	うーん
iniquity	(重大な)不正|不法|邪悪|不正行為
resistivity	抵抗率|抵抗力|電気抵抗|オーム抵抗|インピーダンス|抵抗
lop	刈込む|垂れる
sooner	より早く
marque	プレート|モデル|型|車名|標識
spatula	小型薬さじ
webby	having open interstices or resembling a web
virginity	純潔
obscurity	薄暗がり|あいまい|不明瞭|難解|名もない人
apogee	最高点|極点|遠地点
doctrinal	教義(学説)上の
denier	否認(否定)する人
thrower	投げる人(もの)|より糸工(絹やレーヨンの繊維を糸や織り糸に撚り合わせる人)
altimeter	(航空機の)高度計
pomegranate	ザクロ(の木)
desolate	ひとけのない|荒れ果てた|孤独の|わびしい|寂しい|を荒廃させる
deactivate	非活性化する|失活させる|スイッチを切る|動作を停止する|の使用をやめる|爆裂しないようにする|の現役任務を解く|解散する
crosswalk	横断歩道
exhale	吐き出す|発散する|息
patten	パッテン|鉄輪の歯をつけたりして底を高くしたぬかるみ用の靴|柱脚|木ぐつを履く
obedient	従順な|すなおな
allis	European shad
